,essay_set,domain1_score,new_score,score_LDA,score_LSA,score_HDP,score_bert
0,5,2.0,2.95786714553833,0.2033663713649591,0.670401376427175,3.4015405448060023,3.5847067832946777
1,5,2.0,3.1844892501831055,3.9996908037089565,0.591239438297396,3.4029908588484026,3.4678375720977783
2,5,3.0,2.092831611633301,3.707255256887531,0.8412913809682683,3.402540853518544,2.863891363143921
3,5,1.0,2.426915407180786,0.547507183318888,0.4681389236545117,3.402698061677869,2.8120388984680176
4,5,3.0,3.121089458465576,3.9313298714724314,0.7121839054528154,3.4020392922132423,3.3667569160461426
5,5,3.0,1.7402398586273193,1.7415130982457359,0.47473270863926453,3.4034459147207334,2.6817941665649414
6,5,3.0,2.7976748943328857,3.9999534321198764,0.9537393362034337,3.4030347261975944,3.3087799549102783
7,5,4.0,1.9379234313964844,3.076524505734361,0.8344955636963918,3.402659983663842,3.06364107131958
8,5,3.0,2.762054920196533,3.999717872840335,1.1658385847737611,3.401407329026457,3.523261547088623
9,5,3.0,2.7997400760650635,3.9965125666245602,1.0002134123876467,4.0,3.4481303691864014
10,5,1.0,1.5928308963775635,3.9371731703680135,0.4226785979554444,2.3332882099660974,2.3608145713806152
11,5,1.0,1.824275016784668,3.961680468490272,0.5096991620645841,3.403113200517135,2.444309711456299
12,5,1.0,3.0105159282684326,3.997451951676043,0.8549963839819568,2.0759845493020266,3.503699541091919
13,5,1.0,2.3497607707977295,3.9999657063982332,0.6571073923496582,2.8131151144086313,2.27486515045166
14,5,2.0,1.7393312454223633,3.982143430443345,0.5784058784348451,3.403233251603023,2.7923431396484375
15,5,2.0,2.1969528198242188,3.9992917205066543,0.8178291003817988,3.402734030105033,3.0270016193389893
16,5,4.0,2.252568244934082,3.9991536214904833,1.1510530051605143,3.400810074348967,2.999535083770752
17,5,3.0,1.998906135559082,3.1029207143677806,0.9343557177425159,3.4033390763618723,2.8109078407287598
18,5,2.0,2.207223892211914,3.999452091344512,0.8327338033059504,3.4032476683577584,3.135035991668701
19,5,2.0,1.7695045471191406,0.3561554621620705,0.6997393214017096,3.4003990908279933,3.103550434112549
20,5,4.0,2.447065591812134,3.988728930566003,1.10093551519148,3.4020668199734017,3.2964682579040527
21,5,2.0,2.4413466453552246,3.9998154455414916,0.40339082187602116,3.403162463810513,3.258882522583008
22,5,2.0,2.412250280380249,3.599599003564723,1.1665218561888409,3.3985989577038285,3.2744593620300293
23,5,4.0,2.6796038150787354,0.6366085201208077,0.970971274049987,3.402556565374423,3.1250455379486084
24,5,2.0,2.75736403465271,3.9689334446534237,0.9839945709545566,3.4030028760010116,3.531487226486206
25,5,2.0,3.1991817951202393,0.6485185952239227,0.5489120522174682,3.4020229865791385,3.3049509525299072
26,5,2.0,3.002654790878296,3.9846862673310146,1.0185031004519964,3.4011514724033973,3.045592784881592
27,5,1.0,1.8669040203094482,3.9986799155512562,0.517710449260568,3.4014121214456714,3.0918869972229004
28,5,3.0,2.385258913040161,3.9975728148342617,0.33562237515235616,3.403276430453028,2.9701313972473145
29,5,4.0,2.831808567047119,3.6910348620292615,0.6975499720623142,3.4022877696724074,3.1006686687469482
30,5,4.0,2.3372764587402344,3.9984757681548073,0.8762374488504554,3.4022372055713066,3.3794972896575928
31,5,3.0,2.5554323196411133,3.997509320206093,0.589092425566095,2.8254598994666544,2.6237874031066895
32,5,2.0,1.9161391258239746,3.998371911419435,0.6482398035566623,3.4032483715133273,2.9974265098571777
33,5,3.0,2.299903392791748,3.8875636150947943,0.30716734203978846,3.4030669258332584,2.457914352416992
34,5,3.0,2.4759435653686523,3.9993951296696246,0.6656702452019698,3.4026698371990127,3.567406415939331
35,5,3.0,2.914236068725586,0.38509925233486964,0.8454113663129061,3.4016986975800343,3.2860920429229736
36,5,3.0,2.244232654571533,3.997862799648555,0.440144325241449,3.4028108231978065,2.7701666355133057
37,5,2.0,1.860840916633606,3.9995749363653363,0.4685753602582243,3.402783272556924,2.985825538635254
38,5,3.0,1.8207297325134277,3.9969723379972035,0.776309216849995,3.4029980948074234,3.009756565093994
39,5,4.0,2.706881284713745,3.980154400845172,0.6960212941509978,3.401784830134617,3.3381316661834717
40,5,2.0,2.4530746936798096,3.997149224548949,0.49379526317758304,3.403156100792505,2.7984492778778076
41,5,3.0,1.9831576347351074,3.700852576965987,0.24050355295471615,3.4036451166706714,2.697068214416504
42,5,3.0,1.974902629852295,3.9993900280397323,1.123040118423981,3.401347253429101,3.035846710205078
43,5,2.0,2.067589521408081,3.865180381676019,0.5157838654516222,2.0155027235996776,2.9288840293884277
44,5,1.0,1.6797031164169312,3.91483364487627,1.098553230095367,3.3970769679745105,2.82175612449646
45,5,3.0,1.8653225898742676,3.0313937605316457,0.4732090586519635,2.2854616493891378,2.9023661613464355
46,5,3.0,3.122448682785034,3.8794592881909944,1.0042328229891477,3.4018430892350606,3.4049854278564453
47,5,3.0,2.2064571380615234,3.9986343573283336,0.7385600369996488,3.4029163860348612,3.0873069763183594
48,5,3.0,2.1068332195281982,3.996903606661587,0.4525566269081034,3.4026387016105097,2.860051155090332
49,5,2.0,2.9580819606781006,0.2033663713649591,1.2273846921842653,3.4013583082203533,3.2357535362243652
50,5,2.0,2.3619766235351562,3.999843874930404,0.73621298428334,3.399792904747543,2.889496326446533
51,5,3.0,2.213569164276123,3.972933057512288,0.6503581202081234,4.0,2.956737995147705
52,5,2.0,2.110976219177246,3.9984705544245305,0.4473705427605399,3.4028327042793753,2.7647409439086914
53,5,1.0,1.749391794204712,3.990142023328823,0.6244772286304954,2.4188360854256823,2.6191720962524414
54,5,3.0,2.7601826190948486,3.999995634397041,0.4808543427247085,3.4032443335845666,3.152458906173706
55,5,3.0,1.7587611675262451,3.093027445101816,0.3926371711038774,3.4034081207440283,2.9943928718566895
56,5,3.0,1.9107543230056763,3.9903830585698548,0.9400989550596428,3.4031736731080358,2.5156915187835693
57,5,4.0,3.153104543685913,3.9999918818640556,0.7859607305971781,3.402682200329587,3.326669216156006
58,5,2.0,1.6665582656860352,3.961111414369412,0.08734476869170371,3.403466760168067,2.8515613079071045
59,5,3.0,2.781290054321289,3.966580243339635,1.1388032906488796,3.401720423506436,3.0242514610290527
60,5,2.0,2.1278481483459473,3.9891099836214483,0.5240490312368553,3.4014586826166298,2.331885814666748
61,5,1.0,1.7890708446502686,3.953952483350018,1.0870198977366121,3.401901700551668,3.053226947784424
62,5,2.0,2.709893226623535,3.987151337112848,0.7263512149866873,3.400369147895674,3.250552177429199
63,5,2.0,3.3490679264068604,3.9997360087957645,0.730142711339681,3.4003078533770097,3.516529083251953
64,5,3.0,2.685059070587158,3.2355094913963742,1.0490780332637522,3.4022604117394355,3.4906692504882812
65,5,2.0,2.0904407501220703,3.987306515779369,0.42841325059771873,3.4028347876911464,3.0853703022003174
66,5,3.0,2.881570339202881,3.9963954257744803,0.3714127258751012,3.402766836930847,3.5040194988250732
67,5,2.0,2.6995744705200195,3.928357916352873,0.5467753296672448,3.4017768170692855,3.024890661239624
68,5,3.0,1.916698694229126,3.9874284016499986,0.34125638402415825,3.4034711325612688,3.0641555786132812
69,5,3.0,2.807718276977539,3.9995624743083282,0.5404671294396122,3.4023274379129917,3.2720041275024414
70,5,3.0,2.4668588638305664,2.801712180118873,0.7826469995857417,3.4028554060836953,3.050478935241699
71,5,3.0,2.388787031173706,3.9998983440163784,0.3869343433671779,2.252492877671946,2.7698135375976562
72,5,3.0,2.8877387046813965,3.9862146333047863,0.9256862731880229,3.4027663634824625,3.107454538345337
73,5,3.0,3.2927350997924805,3.9740294465734247,0.7960755355177356,1.8962993474585377,3.588494062423706
74,5,3.0,2.612311363220215,3.9998718532108737,0.41781215561333385,3.4030517019624997,3.1507515907287598
75,5,1.0,2.2892370223999023,3.9951053767338425,0.4891964049440276,1.5677724147496277,3.30136775970459
76,5,1.0,1.8479719161987305,3.6826965779646303,0.3690698917838733,2.4167639290683622,2.4127047061920166
