,essay_set,domain1_score,new_score,score_LDA,score_LSA,score_HDP,score_bert
0,2,4.0,2.9546191692352295,4.579675549340838,0.2766059914592912,4.218220589129633,4.325789451599121
1,2,1.0,2.7530479431152344,5.9966358288452835,0.13741673422096212,4.219436658605897,4.7288607358932495
2,2,2.0,3.6176533699035645,5.999325739858904,0.3297867593059022,4.219019481763149,4.9275476932525635
3,2,4.0,3.6762571334838867,5.993971729211335,0.729383186592104,4.218123595987561,4.891829252243042
4,2,4.0,3.292691946029663,5.999987666348627,0.4901378562551919,4.218883348836064,4.670519828796387
5,2,4.0,3.7286996841430664,5.986342518390635,0.29049186077298195,4.218738583401942,4.698592185974121
6,2,5.0,3.957561492919922,5.982586489525019,0.34894675158105104,4.218481462952465,5.25532078742981
7,2,2.0,3.6391634941101074,5.800039647881475,0.5166987645915152,4.218506692715062,4.668386220932007
8,2,4.0,4.051242351531982,5.998691669608812,0.5831059141031942,4.217435774877568,4.691619157791138
9,2,4.0,3.0698225498199463,5.99869702638823,0.2735665787547945,4.218761330114955,4.846324682235718
10,2,3.0,3.1051101684570312,5.995349341453027,0.25343081201184103,4.218675338413551,4.519819021224976
11,2,3.0,3.0757927894592285,4.581742507822332,0.18102429784402085,4.2184421813469735,4.8736138343811035
12,2,5.0,4.0261735916137695,4.582347244043848,0.5697836933937099,4.218858038062269,5.053449869155884
13,2,3.0,2.7807369232177734,5.997505782347018,0.056787249404872675,4.218634991855153,4.50242006778717
14,2,3.0,4.237396717071533,5.997014618186093,0.34688216030548913,4.216619280738109,4.702267527580261
15,2,3.0,3.770278215408325,5.941347277776438,0.23502685610449536,4.218864922278495,4.949644446372986
16,2,4.0,3.2392807006835938,0.9833542513854818,0.24149799724313337,4.218600369771053,4.835717797279358
17,2,3.0,3.4327826499938965,5.999155366059458,0.2406522177635223,4.2188460427965,4.766818284988403
18,2,1.0,2.5958454608917236,5.592666895389037,0.025939809638940492,4.219118199703757,4.390620946884155
19,2,3.0,3.7517929077148438,5.999944520105145,0.19895610048611767,4.218655670594812,5.146188139915466
20,2,3.0,2.989844799041748,5.994439437059953,0.252713837812533,4.218836579078645,3.623960494995117
21,2,3.0,3.5771849155426025,5.997555470667844,0.23719796151058858,4.218671017625951,4.694307088851929
22,2,3.0,3.819995641708374,5.996639071645284,0.11586378396804986,4.218528935304264,4.644920110702515
23,2,4.0,3.261505603790283,5.984407251862813,0.26675909334986736,4.218862856980041,4.4939364194869995
24,2,3.0,3.127554416656494,4.924120505863846,0.12228053346846546,4.219215057404844,4.440240383148193
25,2,4.0,3.6913154125213623,0.8440387834926817,0.274287221405794,4.218420030090188,4.8637518882751465
26,2,4.0,3.1400184631347656,5.9998204489721365,0.16188046325514893,4.219775181243772,4.77128791809082
27,2,2.0,3.649491548538208,5.97299299695921,0.38392295216028804,4.216865792825719,4.688400506973267
28,2,3.0,2.260639190673828,5.999684589116239,0.1152015505724997,4.219042074215913,3.954503059387207
29,2,3.0,3.4366586208343506,5.99262038580374,0.11336660504227469,4.219155179063433,4.431981325149536
30,2,4.0,3.6073966026306152,5.992066832295548,0.22853117306383308,4.2190603171844625,4.843029499053955
31,2,3.0,4.576936721801758,5.990715900739766,0.5512528109351785,4.218576775005393,4.510502815246582
32,2,3.0,3.0113096237182617,5.94584608043251,0.18274908460032713,4.2181871205873795,4.575152635574341
33,2,4.0,3.284615993499756,5.999630344855982,0.32536582905226974,2.0755716283866565,4.266884207725525
34,2,3.0,3.459104061126709,5.959390793450375,0.17188513187928478,4.2188944602205805,4.981077432632446
35,2,4.0,3.576268196105957,5.999758842717199,0.4489850508651918,4.218132819709349,4.292808294296265
36,2,4.0,3.502039909362793,5.96025357598919,0.34193558104476884,4.218668921139667,4.282739639282227
37,2,3.0,3.8783297538757324,0.7403618914023538,0.2960243326986407,4.2185945477258135,4.820176362991333
38,2,3.0,4.405719757080078,5.997081434509265,0.6455712349616063,4.218310686372763,4.812498092651367
39,2,4.0,3.440795660018921,5.999646403437561,0.22229070424293607,4.217811915303679,4.524212837219238
40,2,3.0,3.5221917629241943,5.986928935189934,0.46199926155883486,4.218482176495225,4.917129278182983
41,2,4.0,4.201141357421875,5.996279319922063,0.2699128684170192,4.2183112906858575,5.190499663352966
42,2,4.0,3.91597580909729,4.605740629648041,0.2073443311918336,4.219094154373018,4.945882558822632
43,2,4.0,3.591768264770508,0.5297412061511063,0.6796561868186658,4.218549474589416,4.923072695732117
44,2,4.0,4.148993492126465,5.998523964376531,0.6291389813058932,4.21781230531591,5.116848707199097
45,2,4.0,3.456366777420044,5.985575298241266,0.2906050025578263,4.2194688218990155,4.74576473236084
46,2,4.0,4.049041271209717,5.936552906568103,0.4569319003925365,4.219141096216365,4.890941619873047
47,2,3.0,3.836001396179199,5.910477554567262,0.610166851267234,4.217529027424098,4.6293922662734985
48,2,4.0,1.4904816150665283,4.489157508622705,0.23302363098740453,4.219048944147916,4.167210102081299
49,2,3.0,3.734448194503784,5.997423278175179,0.41475422840694787,4.217784318055214,4.432082533836365
50,2,5.0,4.35499906539917,0.827723544824063,0.7953466364571501,4.218415388816011,5.023630499839783
51,2,3.0,0.877022385597229,0.6462188715310695,0.2334400856659502,4.219322988039292,3.4537811279296875
52,2,4.0,2.117338180541992,4.58204034628094,0.30663755995596864,4.218517869674045,4.648158431053162
53,2,3.0,3.493760108947754,5.957965525656574,0.3772292129124898,4.218854334794316,4.098858118057251
54,2,4.0,3.6205620765686035,5.999571145219772,0.5821031470315259,4.218296213994311,4.862998008728027
55,2,4.0,2.5848493576049805,5.9729056169294195,0.3101144819914802,4.21902346297908,4.53257954120636
56,2,4.0,3.4081485271453857,5.998047326768862,0.4766812126158747,4.217478925420825,4.7911155223846436
57,2,2.0,3.4521617889404297,5.994872441875782,0.0542102963088682,4.218891802210414,5.023788213729858
58,2,3.0,4.1159348487854,4.614969945302417,0.31585709440205867,4.219628089762989,4.992343783378601
59,2,4.0,4.118022918701172,2.673914491488768,0.9670401941943806,4.217425530202284,4.503671407699585
60,2,2.0,3.6764538288116455,5.9996552684636635,0.1668028719341681,5.10641561986085,4.7003045082092285
61,2,3.0,3.3314576148986816,5.547745352556296,0.3017362916529116,4.218749766735032,4.811837911605835
62,2,3.0,4.087228298187256,5.981586462755947,0.3859628811723449,4.218882990662577,5.0099040269851685
63,2,4.0,2.656580924987793,5.997940929812708,0.15564350761190338,4.219302408551009,4.549689531326294
64,2,4.0,3.750725269317627,5.990538567391768,0.237417761073211,4.2194701749862,4.976158618927002
65,2,3.0,2.0359959602355957,5.998682203807809,0.3955970834849303,4.218883712921399,4.2302305698394775
66,2,3.0,4.471050262451172,5.992608855222021,0.7421364173078215,4.218660781005191,4.8179168701171875
67,2,4.0,3.605806589126587,4.729975220793612,0.41644064720542096,4.218238417704555,4.7373833656311035
68,2,3.0,3.9328815937042236,5.795765704820374,0.46344010136424385,4.218579806114102,4.818207263946533
69,2,3.0,0.5479038953781128,5.810127726213728,0.11498008716446884,4.2195883384200235,3.822096347808838
70,2,3.0,3.4108963012695312,5.970265295335304,0.39768302438412084,4.21745043992843,5.189408540725708
71,2,4.0,3.371018171310425,4.880385826510613,0.16292282997493324,4.220284694314789,4.334155082702637
72,2,2.0,1.4019505977630615,1.446045359548344,0.07443729413765854,4.218291850209061,4.690711855888367
73,2,4.0,4.39115047454834,5.926795412831993,0.5302813319586575,4.218096252183408,4.171041369438171
74,2,4.0,3.1646504402160645,5.999563249950532,0.6843019100589895,4.218359933743205,4.45901083946228
75,2,3.0,2.7600512504577637,5.999336247085336,0.06251372397849275,4.219340395628351,4.630741596221924
76,2,3.0,2.9783639907836914,4.535654507337767,0.21966466610902136,4.218927979043638,4.539097309112549
77,2,3.0,3.223508358001709,5.898794155671773,0.1893227832184593,4.21908861771386,4.799295902252197
78,2,3.0,2.9816813468933105,5.39548454299339,0.17964268625855673,4.218600836430339,4.387776732444763
79,2,3.0,2.391237735748291,5.977993316628289,6.814281069950775e-17,4.217877102488443,3.8064608573913574
80,2,3.0,3.7374308109283447,5.920704032189964,0.3348106661928757,4.2184374587990385,4.209104061126709
81,2,3.0,4.6208295822143555,5.946434169851737,0.623092530809312,4.218610486532862,4.799249768257141
82,2,4.0,3.6647629737854004,5.99846611647232,0.18532494691393753,4.219015346081244,4.38655686378479
83,2,3.0,3.4113543033599854,3.1001959224050575,0.1899991195442331,4.2202240292439175,4.506591439247131
